Row Labels,WindowsOnly Number,WindowsOnly Percent,OtherVentilation Number,OtherVentilation Percent,TotalClassrooms (not inc DNE),Does Not Exist Number,Does Not Exist Percent,Operational Number,Operational Percent,Repair In Progress Number,Repair in Progress Percent,Does Not Exist or Repair in Progress Number,Does Not Exist or Repair in Progress Percent,Total Number Classrooms,Address,Latitude,Longitude,OpenCage Address,OpenCage Zip Code,OpeningDate,SchoolType,NTANumber,NTAName,JoinedSchoolListLocList,Census_tract,numSchools,studentEnrollment,studentCases,staffAndTeacherEnrollment,staffAndTeacherCases,totalCases,totalSchoolPop,studentsPerClassroom,staffPerClassroom,totalSchoolPopPerClassroom,casePerStudent,casesPerStaff,totalCasesPerPop,"caseRatePer10,000Student","caseRatePer10,000Staff","totalCaseRatePer10,000Pop"
M387,30,94%,2,6%,32,0,0%,26,81%,6,19%,6,19%,32,701 FORT WASHINGTON AVENUE,40.85765,-73.935231,"700 Fort Washington Avenue, New York, NY 10040, United States of America",10040,2014,Elementary,MN35,Washington Heights North,Success Academy Charter School - Washington Height,27300,1,569,10,73,3,13,642,17.78125,2.28125,20.0625,0.01757469244,0.04109589041,0.02024922118,175.7469244,410.9589041,202.4922118
M625,19,17%,93,83%,112,0,0%,112,100%,0,0%,0,0%,112,439 WEST 49TH STREET,40.763655,-73.990318,"High School of Graphic Communication Arts, 439 West 49th Street, New York, NY 10019, United States of America",10019,1958,High school,MN15,Clinton,"Business Of Sports School, Urban Assembly Gateway School for Technology, Creative Digital Minds High School, Stephen T. Mather Building Arts & Craftsmanship Hi, Success Academy Hell's Kitchen (Manhattan 2)",12700,4,1693,10,217,4,14,1910,15.11607143,1.9375,17.05357143,0.005906674542,0.01843317972,0.007329842932,59.06674542,184.3317972,73.29842932
Q100,10,19%,43,81%,53,0,0%,53,100%,0,0%,0,0%,53,111-11 118 STREET,40.679694,-73.821545,"111-11 118th Street, New York, NY 11420, United States of America",11420,1930,Elementary,QN55,South Ozone Park,P.S. 100 Glen Morris,10200,1,852,10,98,3,13,950,16.0754717,1.849056604,17.9245283,0.0117370892,0.0306122449,0.01368421053,117.370892,306.122449,136.8421053
Q141,3,6%,50,94%,53,0,0%,53,100%,0,0%,0,0%,53,37-11 21 AVENUE,40.775766,-73.904508,"Intermediate School 141, 21st Avenue, New York, NY 11370, United States of America",11370,1930,Junior High-Intermediate-Middle,QN72,Steinway,I.S. 141 The Steinway,12301,1,1166,10,120,2,12,1286,22,2.264150943,24.26415094,0.008576329331,0.01666666667,0.00933125972,85.76329331,166.6666667,93.3125972
Q175,5,13%,35,88%,40,0,0%,40,100%,0,0%,0,0%,40,64-35 102 STREET,40.731016,-73.85221,"P.S. 175 the Lynn Gross Discovery School, 64th Road, New York, NY 11374, United States of America",11374,1951,Elementary,QN17,Forest Hills,P.S. 175 The Lynn Gross Discovery School,72100,1,767,10,85,2,12,852,19.175,2.125,21.3,0.01303780965,0.02352941176,0.01408450704,130.3780965,235.2941176,140.8450704
Q194,2,4%,54,96%,56,0,0%,56,100%,0,0%,0,0%,56,154-60 17 AVENUE,40.783231,-73.80699,"154-24 17th Road, New York, NY 11357, United States of America",11357,1958,Junior High-Intermediate-Middle,QN49,Whitestone,J.H.S. 194 William Carr,102900,1,1191,10,107,3,13,1298,21.26785714,1.910714286,23.17857143,0.008396305626,0.02803738318,0.01001540832,83.96305626,280.3738318,100.1540832
Q430,3,3%,98,97%,101,0,0%,101,100%,0,0%,0,0%,101,58-20 UTOPIA PARKWAY,40.740875,-73.795049,"Francis Lewis High School, 58-20 Utopia Parkway, New York, NY 11365, United States of America",11365,1960,High school,QN48,Auburndale,Francis Lewis High School,141700,1,4424,10,362,0,10,4786,43.8019802,3.584158416,47.38613861,0.00226039783,0,0.002089427497,22.6039783,0,20.89427497
R056,0,0%,40,100%,40,0,0%,40,100%,0,0%,0,0%,40,250 KRAMER AVENUE,40.541856,-74.213943,"250 Kramer Avenue, New York, NY 10309, United States of America",10309,1998,Elementary,SI32,Rossville-Woodrow,P.S. 56 The Louis Desario School,20801,1,580,10,101,0,10,681,14.5,2.525,17.025,0.01724137931,0,0.01468428781,172.4137931,0,146.8428781
R058,0,0%,58,100%,58,0,0%,58,100%,0,0%,0,0%,58,77 MARSH AVENUE,40.582791,-74.160867,"P.S. 58, Marsh Avenue, New York, NY 10314-3903, United States of America",10314,2003,Elementary,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Space Shuttle Columbia School,27702,1,660,10,120,0,10,780,11.37931034,2.068965517,13.44827586,0.01515151515,0,0.01282051282,151.5151515,0,128.2051282
X089,0,0%,59,100%,59,0,0%,59,100%,0,0%,0,0%,59,980 MACE AVENUE,40.862481,-73.859254,"Public School 89, 980 Mace Avenue, New York, NY 10469, United States of America",10469,1927,K-8,BX07,Bronxdale,P.S. 089 Bronx,32400,1,1409,10,151,1,11,1560,23.88135593,2.559322034,26.44067797,0.007097232079,0.006622516556,0.007051282051,70.97232079,66.22516556,70.51282051
X229,0,0%,80,100%,80,0,0%,80,100%,0,0%,0,0%,80,275 HARLEM RIVER PARK BRIDGE,40.8524,-73.9216,"41 Richman Plaza, New York, NY 10453, United States of America",10453,1977,Junior High-Intermediate-Middle,BX36,University Heights-Morris Heights,"I.S. 229 Roland Patterson, The New American Academy at Roberto Clemente State",5300,2,710,10,137,2,12,847,8.875,1.7125,10.5875,0.01408450704,0.01459854015,0.01416765053,140.8450704,145.9854015,141.6765053
X440,0,0%,137,100%,137,0,0%,137,100%,0,0%,0,0%,137,100 WEST MOSHOLU PARKWAY SOUTH,40.879958,-73.889011,"3582 Goulden Avenue, New York, NY 10468, United States of America",10468,1929,High school,BX28,Van Cortlandt Village,"DeWitt Clinton High School, Bronx Collaborative High School, World View High School",40900,3,2121,10,255,3,13,2376,15.48175182,1.861313869,17.34306569,0.00471475719,0.01176470588,0.005471380471,47.1475719,117.6470588,54.71380471
K011,2,5%,41,95%,43,0,0%,43,100%,0,0%,0,0%,43,419 WAVERLY AVENUE,40.685896,-73.96589,"Public School 11, 419 Waverly Avenue, New York, NY 11238, United States of America",11238,1958,Elementary,BK69,Clinton Hill,P.S. 011 Purvis J. Behan,19900,1,856,9,75,0,9,931,19.90697674,1.744186047,21.65116279,0.01051401869,0,0.009667024705,105.1401869,0,96.67024705
K095,2,5%,41,95%,43,0,0%,36,84%,7,16%,7,16%,43,345 VAN SICKLEN STREET,40.595996,-73.974664,"PS 95 The Gravesend, Van Sicklen Street, New York, NY 11223, United States of America",11223,1915,K-8,BK26,Gravesend,P.S. 095 The Gravesend,39800,1,997,9,112,3,12,1109,23.18604651,2.604651163,25.79069767,0.009027081244,0.02678571429,0.01082055906,90.27081244,267.8571429,108.2055906
K206,4,6%,64,94%,68,0,0%,68,100%,0,0%,0,0%,68,2200 GRAVESEND NECK ROAD,40.596876,-73.948453,"Public School 206, East 22nd Street, New York, NY 11235, United States of America",11235,1925,K-8,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,P.S. 206 Joseph F Lamb,59401,1,1517,9,160,0,9,1677,22.30882353,2.352941176,24.66176471,0.00593276203,0,0.005366726297,59.3276203,0,53.66726297
K207,4,10%,38,90%,42,0,0%,42,100%,0,0%,0,0%,42,4011 FILLMORE AVENUE,40.613981,-73.930485,"Public School 207, 4011 Fillmore Avenue, New York, NY 11234, United States of America",11234,1926,K-8,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,P.S. 207 Elizabeth G. Leary,65200,1,1016,9,124,1,10,1140,24.19047619,2.952380952,27.14285714,0.008858267717,0.008064516129,0.008771929825,88.58267717,80.64516129,87.71929825
K239,0,0%,74,100%,74,0,0%,74,100%,0,0%,0,0%,74,2401 NEPTUNE AVENUE,40.57864,-73.992447,"Mark Twain Intermediate School 239, 2401 Neptune Avenue, New York, NY 11224, United States of America",11224,1937,Junior High-Intermediate-Middle,BK21,Seagate-Coney Island,Mark Twain I.S. 239 for the Gifted & Talented,33000,1,1334,9,124,1,10,1458,18.02702703,1.675675676,19.7027027,0.006746626687,0.008064516129,0.006858710562,67.46626687,80.64516129,68.58710562
K303,3,5%,63,95%,66,0,0%,66,100%,0,0%,0,0%,66,501 WEST AVENUE,40.582518,-73.972009,"501 West Avenue, New York, NY 11224-4003, United States of America",11224,1965,Junior High-Intermediate-Middle,BK23,West Brighton,"I.S. 303 Herbert S. Eisenberg, I.S. 303 Herbert S. Eisenberg, Rachel Carson High School for Coastal Studies, Rachel Carson High School for Coastal Studies, Coney Island Preparatory Public Charter School, Coney Island Preparatory Public Charter School",35400,3,2250,9,316,6,15,2566,34.09090909,4.787878788,38.87878788,0.004,0.01898734177,0.005845674201,40,189.8734177,58.45674201
K346,3,4%,66,96%,69,0,0%,69,100%,0,0%,0,0%,69,1400 PENNSYLVANIA AVENUE,40.64664,-73.881997,"Public School 346, Pennsylvania Avenue, New York, NY 11239, United States of America",11239,1977,Elementary,BK93,Starrett City,"P.S. 346 Abe Stark, Frederick Douglass Academy VIII Middle School",105804,2,760,9,120,2,11,880,11.01449275,1.739130435,12.75362319,0.01184210526,0.01666666667,0.0125,118.4210526,166.6666667,125
K405,11,12%,80,88%,91,0,0%,91,100%,0,0%,0,0%,91,2839 BEDFORD AVENUE,40.632829,-73.952356,"Midwood High School, Bedford Avenue, New York, NY 11235, United States of America",11235,1940,High school,BK42,Flatbush,Midwood High School,77200,1,4109,9,301,0,9,4410,45.15384615,3.307692308,48.46153846,0.002190313945,0,0.002040816327,21.90313945,0,20.40816327
M158,0,0%,50,100%,50,0,0%,50,100%,0,0%,0,0%,50,1458 YORK AVENUE,40.770215,-73.950745,"Public School 158, 1458 York Avenue, New York, NY 10075, United States of America",10075,1898,Elementary,MN31,Lenox Hill-Roosevelt Island,"P.S. 158 Bayard Taylor, Yorkville East Middle School",13200,2,907,9,110,3,12,1017,18.14,2.2,20.34,0.009922822492,0.02727272727,0.01179941003,99.22822492,272.7272727,117.9941003
M475,4,5%,75,95%,79,0,0%,79,100%,0,0%,0,0%,79,345 EAST  15TH STREET,40.732665,-73.98259,"Old Stuyvesant High School, 345 East 15th Street, New York, NY 10003, United States of America",10003,1996,High school,MN21,Gramercy,"High School for Health Professions and Human Servi, Institute for Collaborative Education, P.S. M226",4800,3,2552,9,360,5,14,2912,32.30379747,4.556962025,36.86075949,0.003526645768,0.01388888889,0.004807692308,35.26645768,138.8888889,48.07692308
M895,0,0%,22,100%,22,0,0%,22,100%,0,0%,0,0%,22,105 EAST 106TH STREET,40.792932,-73.947171,"Young Women's Leadership High School, 105 East 106th Street, New York, NY 10029, United States of America",10029,1997,Secondary School,MN33,East Harlem South,Young Women's Leadership School,17200,1,479,9,45,1,10,524,21.77272727,2.045454545,23.81818182,0.01878914405,0.02222222222,0.01908396947,187.8914405,222.2222222,190.8396947
Q021,4,6%,60,94%,64,0,0%,64,100%,0,0%,0,0%,64,147-36 26 AVENUE,40.774134,-73.818581,"Public School 21 Edward Hart, 147-36 26th Avenue, New York, NY 11354, United States of America",11354,1964,Elementary,QN51,Murray Hill,P.S. 021 Edward Hart,104700,1,1217,9,139,1,10,1356,19.015625,2.171875,21.1875,0.007395234182,0.007194244604,0.007374631268,73.95234182,71.94244604,73.74631268
Q079,1,2%,46,98%,47,1,2%,45,94%,2,4%,3,6%,48,147-27 15 DRIVE,40.786201,-73.817338,"Public School 79, 147-27 15th Drive, New York, NY 11357, United States of America",11357,1935,Elementary,QN49,Whitestone,P.S. 079 Francis Lewis,103900,1,1075,9,98,0,9,1173,22.39583333,2.041666667,24.4375,0.008372093023,0,0.007672634271,83.72093023,0,76.72634271
Q122,3,5%,63,95%,66,0,0%,66,100%,0,0%,0,0%,66,21-21 DITMARS BOULEVARD,40.780507,-73.915785,"Public School/Middle School 122, 21st Drive, New York, NY 11105, United States of America",11105,1925,K-8,QN72,Steinway,P.S. 122 Mamie Fay,10300,1,1261,9,107,0,9,1368,19.10606061,1.621212121,20.72727273,0.007137192704,0,0.006578947368,71.37192704,0,65.78947368
Q169,0,0%,31,100%,31,0,0%,31,100%,0,0%,0,0%,31,18-25 212 STREET,40.782331,-73.77843,"18-25 212th Street, New York, NY 11360, United States of America",11360,1957,Elementary,QN47,Ft. Totten-Bay Terrace-Clearview,"P.S. 169 Bay Terrace, BELL Academy",99704,2,717,9,94,0,9,811,23.12903226,3.032258065,26.16129032,0.01255230126,0,0.0110974106,125.5230126,0,110.974106
Q200,0,0%,31,100%,31,0,0%,31,100%,0,0%,0,0%,31,70-10 164 STREET,40.73107,-73.805759,"Public School 200, Jewel Avenue, New York, NY 11365, United States of America",11365,1953,K-8,QN38,Pomonok-Flushing Heights-Hillcrest,P.S./M.S. 200 - The Magnet School of Global Studie,122701,1,525,9,68,0,9,593,16.93548387,2.193548387,19.12903226,0.01714285714,0,0.01517706577,171.4285714,0,151.7706577
Q202,4,6%,59,94%,63,0,0%,63,100%,0,0%,0,0%,63,138-30 LAFAYETTE STREET,40.670905,-73.845992,"Middle School 202, 138-30 Lafayette Street, New York, NY 11417, United States of America",11417,1964,Junior High-Intermediate-Middle,QN56,Ozone Park,"J.H.S. 202 Robert H. Goddard, Robert H. Goddard High School of Communication Art",5800,2,1631,9,156,0,9,1787,25.88888889,2.476190476,28.36507937,0.005518087063,0,0.005036373811,55.18087063,0,50.36373811
Q225,1,3%,34,97%,35,0,0%,35,100%,0,0%,0,0%,35,190 BEACH 110 STREET,40.580907,-73.83109,"Public School 225, Beach 110th Street, New York, NY 11694, United States of America",11694,1964,K-8,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"Waterside Children's Studio School, Waterside School For Leadership",93800,2,680,9,96,0,9,776,19.42857143,2.742857143,22.17142857,0.01323529412,0,0.01159793814,132.3529412,0,115.9793814
Q232,2,5%,39,95%,41,0,0%,41,100%,0,0%,0,0%,41,153-23 83 STREET,40.665408,-73.850622,"Public School 232, 153-23 83rd Street, New York, NY 11414, United States of America",11414,1962,K-8,QN57,Lindenwood-Howard Beach,P.S. 232 Lindenwood,6202,1,890,9,92,1,10,982,21.70731707,2.243902439,23.95121951,0.01011235955,0.01086956522,0.01018329939,101.1235955,108.6956522,101.8329939
Q452,0,0%,100,100%,100,0,0%,100,100%,0,0%,0,0%,100,14-30 BROADWAY,40.765881,-73.933907,"Long Island City High School, 14-30 Broadway, New York, NY 11106, United States of America",11106,1996,High school,QN70,Astoria,"Long Island City High School, Global Scholars Academies Of Long Island City",4500,1,2157,9,210,1,10,2367,21.57,2.1,23.67,0.004172461752,0.004761904762,0.004224757076,41.72461752,47.61904762,42.24757076
Q470,1,1%,88,99%,89,0,0%,89,100%,0,0%,0,0%,89,167-01 GOTHIC DRIVE,40.714551,-73.798658,"Jamaica Educational Campus, 167-01 Gothic Drive, New York, NY 11432, United States of America",11432,1927,High school,QN35,Briarwood-Jamaica Hills,"Queens Collegiate: A College Board School, High School for Community Leadership, Hillside Arts & Letters Academy, Jamaica Gateway to the Sciences",45200,4,2068,9,191,1,10,2259,23.23595506,2.146067416,25.38202247,0.004352030948,0.005235602094,0.004426737494,43.52030948,52.35602094,44.26737494
Q633,0,0%,21,100%,21,0,0%,21,100%,0,0%,0,0%,21,171-10 LINDEN BOULEVARD,40.69172,-73.778924,"171-10 Linden Boulevard, New York, NY 11434, United States of America",11434,2010,Secondary School,QN08,St. Albans,Eagle Academy for Young Men III,43200,1,422,9,44,2,11,466,20.0952381,2.095238095,22.19047619,0.02132701422,0.04545454545,0.02360515021,213.2701422,454.5454545,236.0515021
Q721,0,0%,63,100%,63,0,0%,63,100%,0,0%,0,0%,63,41-15 104 STREET,40.748996,-73.860547,"Public School 16 - Nancy Debenittis School, 42nd Avenue, New York, NY 11368, United States of America",11368,1999,Elementary,QN26,North Corona,P.S. Q016 The Nancy DeBenedittis School,40300,1,1300,9,161,1,10,1461,20.63492063,2.555555556,23.19047619,0.006923076923,0.006211180124,0.006844626968,69.23076923,62.11180124,68.44626968
R066,0,0%,22,100%,22,0,0%,22,100%,0,0%,0,0%,22,1625 FOREST AVENUE,40.624781,-74.142526,"1625 Forest Avenue, New York, NY 10302, United States of America",10302,2016,Elementary,SI28,Port Richmond,Port Richmond School for Visionary Learning,24700,1,368,9,63,1,10,431,16.72727273,2.863636364,19.59090909,0.02445652174,0.01587301587,0.02320185615,244.5652174,158.7301587,232.0185615
X020,0,0%,67,100%,67,0,0%,67,100%,0,0%,0,0%,67,3050 WEBSTER AVENUE,40.869482,-73.878731,"3050 Webster Avenue, New York, NY 10467, United States of America",10467,1996,K-8,BX43,Norwood,"PS/MS 20 P.O.George J. Werdann, III, P.S. 168",42500,2,1375,9,443,2,11,1818,20.52238806,6.611940299,27.13432836,0.006545454545,0.004514672686,0.006050605061,65.45454545,45.14672686,60.50605061
X047,0,0%,47,100%,47,0,0%,47,100%,0,0%,0,0%,47,1794 EAST 172 STREET,40.832529,-73.866974,"Public School 47, 1794 East 172nd Street, New York, NY 10472, United States of America",10472,1912,Elementary,BX08,West Farms-Bronx River,P.S. 047 John Randolph,7600,1,941,9,106,1,10,1047,20.0212766,2.255319149,22.27659574,0.009564293305,0.009433962264,0.009551098376,95.64293305,94.33962264,95.51098376
X116,3,4%,75,96%,78,0,0%,78,100%,0,0%,0,0%,78,977 FOX STREET,40.822056,-73.894368,"Intermediate School 116, 977 Fox Street, New York, NY 10459, United States of America",10459,2001,Junior High-Intermediate-Middle,BX27,Hunts Point,"School of Performing Arts, Accion Academy, South Bronx Classical Charter School",15900,3,1113,9,165,0,9,1278,14.26923077,2.115384615,16.38461538,0.008086253369,0,0.007042253521,80.86253369,0,70.42253521
X160,0,0%,51,100%,51,0,0%,51,100%,0,0%,0,0%,51,4140 HUTCHINSON RIVER PKWAY EA,40.864073,-73.823816,"Public School 160, Einstein Loop South, New York, NY 10475, United States of America",10475,1972,Elementary,BX13,Co-op City,"P.S. 160 Walt Disney, The Equality Charter School",30200,2,976,9,186,0,9,1162,19.1372549,3.647058824,22.78431373,0.009221311475,0,0.007745266781,92.21311475,0,77.45266781
X410,0,0%,123,100%,123,0,0%,123,100%,0,0%,0,0%,123,240 EAST 172 STREET,40.839307,-73.911366,"240 East 172nd Street, New York, NY 10457, United States of America",10457,1901,High school,BX14,East Concourse-Concourse Village,"District 9 HS#1, Bronx High School for Medical Science, Bronx High School of Business, Bronx Collegiate Academy, DreamYard Preparatory School, Business Enterprise High School, Claremont International HS, New Directions Secondary School",22500,6,2018,9,285,3,12,2303,16.40650407,2.317073171,18.72357724,0.004459861249,0.01052631579,0.005210594876,44.59861249,105.2631579,52.10594876
K002,0,0%,66,100%,66,0,0%,66,100%,0,0%,0,0%,66,655 PARKSIDE AVENUE,40.656423,-73.951575,"655 Parkside Avenue, New York, NY 11225, United States of America",11225,1994,Junior High-Intermediate-Middle,BK60,Prospect Lefferts Gardens-Wingate,"Parkside Preparatory Academy, P.S. K141, Explore Charter School",80200,3,1329,8,376,5,13,1705,20.13636364,5.696969697,25.83333333,0.006019563582,0.01329787234,0.007624633431,60.19563582,132.9787234,76.24633431
K092,25,47%,28,53%,53,0,0%,53,100%,0,0%,0,0%,53,601 PARKSIDE AVENUE,40.656276,-73.95381,"601 Parkside Avenue, New York, NY 11225, United States of America",11225,1906,Elementary,BK60,Prospect Lefferts Gardens-Wingate,"P.S. 092 Adrian Hegeman, Achievement First Voyager Charter School",80200,2,497,8,86,1,9,583,9.377358491,1.622641509,11,0.01609657948,0.01162790698,0.0154373928,160.9657948,116.2790698,154.373928
K138,22,33%,44,67%,66,0,0%,66,100%,0,0%,0,0%,66,760 PROSPECT PLACE,40.673943,-73.951559,"Public School 138, 760 Prospect Place, New York, NY 11216, United States of America",11216,1902,K-8,BK61,Crown Heights North,"P.S. 138 Brooklyn, P.S. 138 Brooklyn, Success Academy Prospect Heights (Brooklyn 6), Success Academy Prospect Heights (Brooklyn 6)",31701,2,1048,8,192,2,10,1240,15.87878788,2.909090909,18.78787879,0.007633587786,0.01041666667,0.008064516129,76.33587786,104.1666667,80.64516129
K142,4,6%,67,94%,71,0,0%,71,100%,0,0%,0,0%,71,610 HENRY STREET,40.6801,-74.0014,"121 Rapelye Street, New York, NY 11231, United States of America",11231,1903,Junior High-Intermediate-Middle,BK33,Carroll Gardens-Columbia Street-Red Hook,"The Brooklyn New School, P.S. 146, Brooklyn Collaborative Studies",6300,2,1409,8,200,2,10,1609,19.84507042,2.816901408,22.66197183,0.005677785664,0.01,0.006215040398,56.77785664,100,62.15040398
